Timestamp,Occupancy,Capacity
24-10-2016 12:56,2651,3883
24-10-2016 12:56,1204,2009
24-10-2016 12:56,198,577
24-10-2016 12:56,612,690
24-10-2016 12:56,680,1200
24-10-2016 12:56,417,470
24-10-2016 12:56,1113,3103
24-10-2016 12:56,321,485
24-10-2016 12:56,694,1322
24-10-2016 12:56,510,687
24-10-2016 12:56,1232,2937
24-10-2016 12:56,299,387
24-10-2016 13:30,512,687
24-10-2016 13:30,317,485
24-10-2016 13:30,208,577
24-10-2016 13:30,687,1200
24-10-2016 13:30,574,2803
24-10-2016 13:30,1241,2937
24-10-2016 13:30,623,690
24-10-2016 13:30,1102,3103
24-10-2016 13:30,694,1322
24-10-2016 13:30,1245,1920
24-10-2016 13:30,2643,3883
24-10-2016 13:30,425,470
24-10-2016 13:30,301,387
24-10-2016 13:30,1206,2009
24-10-2016 13:56,219,577
24-10-2016 13:56,1093,3103
24-10-2016 13:56,2629,3883
24-10-2016 13:56,1242,1920
24-10-2016 13:56,1211,2009
24-10-2016 13:56,1251,2937
24-10-2016 13:56,423,470
24-10-2016 13:56,578,2803
24-10-2016 13:56,706,1322
24-10-2016 13:56,320,485
24-10-2016 13:56,688,1200
24-10-2016 13:56,621,690
24-10-2016 13:56,505,687
24-10-2016 13:56,310,387
24-10-2016 14:30,1247,2937
24-10-2016 14:30,2622,3883
24-10-2016 14:30,692,1322
24-10-2016 14:30,627,690
24-10-2016 14:30,215,577
24-10-2016 14:30,323,485
24-10-2016 14:30,1070,3103
24-10-2016 14:30,429,470
24-10-2016 14:30,703,1200
24-10-2016 14:30,1183,2009
24-10-2016 14:30,491,687
24-10-2016 14:30,297,387
24-10-2016 14:30,553,2803
24-10-2016 14:30,1252,1920
24-10-2016 14:56,1048,3103
24-10-2016 14:56,698,1322
24-10-2016 14:56,483,687
24-10-2016 14:56,209,577
24-10-2016 14:56,701,1200
24-10-2016 14:56,1239,1920
24-10-2016 14:56,530,2803
24-10-2016 14:56,429,470
24-10-2016 14:56,299,387
24-10-2016 14:56,623,690
24-10-2016 14:56,2595,3883
24-10-2016 14:56,1181,2009
24-10-2016 14:56,1256,2937
24-10-2016 14:56,334,485
24-10-2016 15:32,613,690
24-10-2016 15:32,653,1322
24-10-2016 15:32,1196,1920
24-10-2016 15:32,470,687
24-10-2016 15:32,996,3103
24-10-2016 15:32,476,2803
24-10-2016 15:32,276,387
24-10-2016 15:32,2462,3883
24-10-2016 15:32,1215,2937
24-10-2016 15:32,422,470
24-10-2016 15:32,673,1200
24-10-2016 15:32,1123,2009
24-10-2016 15:32,209,577
24-10-2016 15:32,326,485
24-10-2016 16:00,450,687
24-10-2016 16:00,1111,1920
24-10-2016 16:00,2314,3883
24-10-2016 16:00,386,470
24-10-2016 16:00,263,387
24-10-2016 16:00,192,577
24-10-2016 16:00,624,1200
24-10-2016 16:00,438,2803
24-10-2016 16:00,933,3103
24-10-2016 16:00,1069,2009
24-10-2016 16:00,1138,2937
24-10-2016 16:00,619,1322
24-10-2016 16:00,308,485
24-10-2016 16:00,567,690
24-10-2016 16:33,496,690
24-10-2016 16:33,407,687
24-10-2016 16:33,288,485
24-10-2016 16:33,334,470
24-10-2016 16:33,843,3103
24-10-2016 16:33,556,1322
24-10-2016 16:33,966,1920
24-10-2016 16:33,175,577
24-10-2016 16:33,229,387
24-10-2016 16:33,1013,2937
24-10-2016 16:33,377,2803
24-10-2016 16:33,963,2009
24-10-2016 16:33,2034,3883
24-10-2016 16:33,536,1200
25-10-2016 08:00,118,387
25-10-2016 08:00,188,2803
25-10-2016 08:00,277,687
25-10-2016 08:00,618,3103
25-10-2016 08:00,271,485
25-10-2016 08:00,1019,3883
25-10-2016 08:00,207,1200
25-10-2016 08:00,585,2937
25-10-2016 08:00,677,2009
25-10-2016 08:00,142,470
25-10-2016 08:00,400,1322
25-10-2016 08:00,54,577
25-10-2016 08:00,196,690
25-10-2016 08:00,547,1920
25-10-2016 08:26,270,1200
25-10-2016 08:26,281,485
25-10-2016 08:26,55,577
25-10-2016 08:26,712,2937
25-10-2016 08:26,732,2009
25-10-2016 08:26,1371,3883
25-10-2016 08:26,305,687
25-10-2016 08:26,259,2803
25-10-2016 08:26,133,387
25-10-2016 08:26,427,1322
25-10-2016 08:26,298,690
25-10-2016 08:26,213,470
25-10-2016 08:26,665,1920
25-10-2016 08:26,712,3103
25-10-2016 09:00,309,485
25-10-2016 09:00,351,687
25-10-2016 09:00,165,387
25-10-2016 09:00,841,1920
25-10-2016 09:00,1859,3883
25-10-2016 09:00,840,2009
25-10-2016 09:00,446,690
25-10-2016 09:00,311,470
25-10-2016 09:00,489,1322
25-10-2016 09:00,82,577
25-10-2016 09:00,382,1200
25-10-2016 09:00,920,2937
25-10-2016 09:00,828,3103
25-10-2016 09:00,333,2803
25-10-2016 09:19,187,387
25-10-2016 09:19,2074,3883
25-10-2016 09:19,531,1322
25-10-2016 09:19,998,2937
25-10-2016 09:19,902,3103
25-10-2016 09:19,373,2803
25-10-2016 09:19,922,2009
25-10-2016 09:19,341,470
25-10-2016 09:19,440,1200
25-10-2016 09:19,325,485
25-10-2016 09:19,486,690
25-10-2016 09:19,95,577
25-10-2016 09:19,923,1920
25-10-2016 09:19,391,687
25-10-2016 09:56,422,2803
25-10-2016 09:56,397,470
25-10-2016 09:56,129,577
25-10-2016 09:56,532,1200
25-10-2016 09:56,1042,2009
25-10-2016 09:56,598,1322
25-10-2016 09:56,444,687
25-10-2016 09:56,2393,3883
25-10-2016 09:56,1065,1920
25-10-2016 09:56,996,3103
25-10-2016 09:56,348,485
25-10-2016 09:56,561,690
25-10-2016 09:56,218,387
25-10-2016 09:56,1127,2937
25-10-2016 10:29,612,690
25-10-2016 10:29,436,470
25-10-2016 10:29,633,1322
25-10-2016 10:29,1076,3103
25-10-2016 10:29,2550,3883
25-10-2016 10:29,1207,2937
25-10-2016 10:29,1135,1920
25-10-2016 10:29,360,485
25-10-2016 10:29,1104,2009
25-10-2016 10:29,235,387
25-10-2016 10:29,579,1200
25-10-2016 10:29,480,2803
25-10-2016 10:29,471,687
25-10-2016 10:29,173,577
25-10-2016 10:56,672,1322
25-10-2016 10:56,487,687
25-10-2016 10:56,1159,2009
25-10-2016 10:56,2625,3883
25-10-2016 10:56,363,485
25-10-2016 10:56,530,2803
25-10-2016 10:56,263,387
25-10-2016 10:56,1117,3103
25-10-2016 10:56,630,690
25-10-2016 10:56,1159,1920
25-10-2016 10:56,202,577
25-10-2016 10:56,451,470
25-10-2016 10:56,595,1200
25-10-2016 10:56,1256,2937
25-10-2016 11:29,516,687
25-10-2016 11:29,297,387
25-10-2016 11:29,733,1322
25-10-2016 11:29,1190,1920
25-10-2016 11:29,1249,2009
25-10-2016 11:29,2675,3883
25-10-2016 11:29,369,485
25-10-2016 11:29,596,2803
25-10-2016 11:29,249,577
25-10-2016 11:29,621,1200
25-10-2016 11:29,1184,3103
25-10-2016 11:29,649,690
25-10-2016 11:29,465,470
25-10-2016 11:29,1315,2937
25-10-2016 12:02,371,485
25-10-2016 12:02,290,577
25-10-2016 12:02,531,687
25-10-2016 12:02,459,470
25-10-2016 12:02,1205,1920
25-10-2016 12:02,1386,2937
25-10-2016 12:02,678,690
25-10-2016 12:02,1234,3103
25-10-2016 12:02,337,387
25-10-2016 12:02,784,1322
25-10-2016 12:02,669,2803
25-10-2016 12:02,2732,3883
25-10-2016 12:02,1315,2009
25-10-2016 12:02,635,1200
25-10-2016 12:29,1220,1920
25-10-2016 12:29,650,1200
25-10-2016 12:29,541,687
25-10-2016 12:29,2758,3883
25-10-2016 12:29,303,577
25-10-2016 12:29,795,1322
25-10-2016 12:29,678,690
25-10-2016 12:29,1394,2937
25-10-2016 12:29,680,2803
25-10-2016 12:29,1249,3103
25-10-2016 12:29,459,470
25-10-2016 12:29,344,387
25-10-2016 12:29,1336,2009
25-10-2016 12:29,372,485
25-10-2016 13:03,1277,3103
25-10-2016 13:03,668,690
25-10-2016 13:03,343,387
25-10-2016 13:03,1364,2009
25-10-2016 13:03,1386,2937
25-10-2016 13:03,375,485
25-10-2016 13:03,799,1322
25-10-2016 13:03,1244,1920
25-10-2016 13:03,450,470
25-10-2016 13:03,331,577
25-10-2016 13:03,676,1200
25-10-2016 13:03,565,687
25-10-2016 13:03,2788,3883
25-10-2016 13:03,680,2803
25-10-2016 13:29,1242,1920
25-10-2016 13:29,678,2803
25-10-2016 13:29,680,690
25-10-2016 13:29,377,485
25-10-2016 13:29,1286,3103
25-10-2016 13:29,574,687
25-10-2016 13:29,343,387
25-10-2016 13:29,805,1322
25-10-2016 13:29,463,470
25-10-2016 13:29,1379,2009
25-10-2016 13:29,1400,2937
25-10-2016 13:29,2777,3883
25-10-2016 13:29,345,577
25-10-2016 13:29,672,1200
25-10-2016 13:56,675,2803
25-10-2016 13:56,676,690
25-10-2016 13:56,2759,3883
25-10-2016 13:56,1293,3103
25-10-2016 13:56,667,1200
25-10-2016 13:56,378,485
25-10-2016 13:56,363,577
25-10-2016 13:56,577,687
25-10-2016 13:56,1391,2937
25-10-2016 13:56,808,1322
25-10-2016 13:56,1385,2009
25-10-2016 13:56,1231,1920
25-10-2016 13:56,460,470
25-10-2016 13:56,337,387
25-10-2016 14:29,807,1322
25-10-2016 14:29,669,1200
25-10-2016 14:29,680,2803
25-10-2016 14:29,1229,1920
25-10-2016 14:29,1400,2937
25-10-2016 14:29,470,470
25-10-2016 14:29,1390,2009
25-10-2016 14:29,365,577
25-10-2016 14:29,365,485
25-10-2016 14:29,2729,3883
25-10-2016 14:29,1282,3103
25-10-2016 14:29,346,387
25-10-2016 14:29,583,687
25-10-2016 14:29,689,690
25-10-2016 15:02,360,485
25-10-2016 15:02,577,687
25-10-2016 15:02,643,2803
25-10-2016 15:02,642,690
25-10-2016 15:02,790,1322
25-10-2016 15:02,653,1200
25-10-2016 15:02,1209,1920
25-10-2016 15:02,1245,3103
25-10-2016 15:02,335,387
25-10-2016 15:02,2646,3883
25-10-2016 15:02,444,470
25-10-2016 15:02,340,577
25-10-2016 15:02,1337,2937
25-10-2016 15:02,1367,2009
25-10-2016 15:29,355,485
25-10-2016 15:29,550,687
25-10-2016 15:29,302,577
25-10-2016 15:29,436,470
25-10-2016 15:29,610,2803
25-10-2016 15:29,309,387
25-10-2016 15:29,1166,1920
25-10-2016 15:29,1206,3103
25-10-2016 15:29,1300,2009
25-10-2016 15:29,631,1200
25-10-2016 15:29,2516,3883
25-10-2016 15:29,1298,2937
25-10-2016 15:29,750,1322
25-10-2016 15:29,634,690
25-10-2016 15:56,2386,3883
25-10-2016 15:56,716,1322
25-10-2016 15:56,564,2803
25-10-2016 15:56,273,577
25-10-2016 15:56,1217,2937
25-10-2016 15:56,290,387
25-10-2016 15:56,1102,1920
25-10-2016 15:56,397,470
25-10-2016 15:56,345,485
25-10-2016 15:56,582,690
25-10-2016 15:56,522,687
25-10-2016 15:56,1238,2009
25-10-2016 15:56,1141,3103
25-10-2016 15:56,600,1200
25-10-2016 16:29,1129,2009
25-10-2016 16:29,226,577
25-10-2016 16:29,537,690
25-10-2016 16:29,951,1920
25-10-2016 16:29,262,387
25-10-2016 16:29,1078,3103
25-10-2016 16:29,522,1200
25-10-2016 16:29,368,470
25-10-2016 16:29,476,687
25-10-2016 16:29,2073,3883
25-10-2016 16:29,319,485
25-10-2016 16:29,1118,2937
25-10-2016 16:29,653,1322
25-10-2016 16:29,545,2803
26-10-2016 07:59,137,470
26-10-2016 07:59,56,577
26-10-2016 07:59,564,2937
26-10-2016 07:59,305,687
26-10-2016 07:59,559,1920
26-10-2016 07:59,216,1200
26-10-2016 07:59,192,2803
26-10-2016 07:59,1053,3883
26-10-2016 07:59,121,387
26-10-2016 07:59,394,1322
26-10-2016 07:59,635,3103
26-10-2016 07:59,184,690
26-10-2016 07:59,699,2009
26-10-2016 07:59,259,485
26-10-2016 08:32,349,687
26-10-2016 08:32,1499,3883
26-10-2016 08:32,63,577
26-10-2016 08:32,272,485
26-10-2016 08:32,211,470
26-10-2016 08:32,151,387
26-10-2016 08:32,721,1920
26-10-2016 08:32,736,3103
26-10-2016 08:32,266,2803
26-10-2016 08:32,440,1322
26-10-2016 08:32,789,2009
26-10-2016 08:32,714,2937
26-10-2016 08:32,305,1200
26-10-2016 08:32,291,690
26-10-2016 08:59,279,470
26-10-2016 08:59,390,687
26-10-2016 08:59,502,1322
26-10-2016 08:59,70,577
26-10-2016 08:59,182,387
26-10-2016 08:59,874,1920
26-10-2016 08:59,323,2803
26-10-2016 08:59,292,485
26-10-2016 08:59,892,2009
26-10-2016 08:59,823,3103
26-10-2016 08:59,886,2937
26-10-2016 08:59,412,690
26-10-2016 08:59,1869,3883
26-10-2016 08:59,401,1200
26-10-2016 09:26,216,387
26-10-2016 09:26,989,1920
26-10-2016 09:26,321,470
26-10-2016 09:26,380,2803
26-10-2016 09:26,999,2009
26-10-2016 09:26,432,687
26-10-2016 09:26,2156,3883
26-10-2016 09:26,475,1200
26-10-2016 09:26,994,2937
26-10-2016 09:26,567,1322
26-10-2016 09:26,313,485
26-10-2016 09:26,87,577
26-10-2016 09:26,471,690
26-10-2016 09:26,909,3103
26-10-2016 09:59,545,690
26-10-2016 09:59,439,2803
26-10-2016 09:59,108,577
26-10-2016 09:59,532,1200
26-10-2016 09:59,997,3103
26-10-2016 09:59,1112,2009
26-10-2016 09:59,624,1322
26-10-2016 09:59,1086,1920
26-10-2016 09:59,488,687
26-10-2016 09:59,375,470
26-10-2016 09:59,326,485
26-10-2016 09:59,1127,2937
26-10-2016 09:59,2390,3883
26-10-2016 09:59,256,387
26-10-2016 10:26,491,2803
26-10-2016 10:26,1061,3103
26-10-2016 10:26,1196,2937
26-10-2016 10:26,680,1322
26-10-2016 10:26,125,577
26-10-2016 10:26,1129,1920
26-10-2016 10:26,512,687
26-10-2016 10:26,283,387
26-10-2016 10:26,341,485
26-10-2016 10:26,579,690
26-10-2016 10:26,2509,3883
26-10-2016 10:26,563,1200
26-10-2016 10:26,403,470
26-10-2016 10:26,1192,2009
26-10-2016 10:59,597,1200
26-10-2016 10:59,716,1322
26-10-2016 10:59,1167,1920
26-10-2016 10:59,1256,2009
26-10-2016 10:59,570,2803
26-10-2016 10:59,414,470
26-10-2016 10:59,1137,3103
26-10-2016 10:59,312,387
26-10-2016 10:59,159,577
26-10-2016 10:59,540,687
26-10-2016 10:59,339,485
26-10-2016 10:59,596,690
26-10-2016 10:59,2601,3883
26-10-2016 10:59,1247,2937
26-10-2016 11:26,2642,3883
26-10-2016 11:26,1285,2009
26-10-2016 11:26,1164,3103
26-10-2016 11:26,338,387
26-10-2016 11:26,613,690
26-10-2016 11:26,747,1322
26-10-2016 11:26,1289,2937
26-10-2016 11:26,339,485
26-10-2016 11:26,538,687
26-10-2016 11:26,612,1200
26-10-2016 11:26,182,577
26-10-2016 11:26,625,2803
26-10-2016 11:26,424,470
26-10-2016 11:26,1183,1920
26-10-2016 11:52,348,485
26-10-2016 11:59,760,1322
26-10-2016 11:59,684,2803
26-10-2016 11:59,2681,3883
26-10-2016 11:59,1303,2009
26-10-2016 11:59,448,470
26-10-2016 11:59,341,387
26-10-2016 11:59,1234,3103
26-10-2016 11:59,645,690
26-10-2016 11:59,543,687
26-10-2016 11:59,634,1200
26-10-2016 11:59,1209,1920
26-10-2016 11:59,198,577
26-10-2016 11:59,1334,2937
26-10-2016 12:26,650,1200
26-10-2016 12:26,353,485
26-10-2016 12:26,2704,3883
26-10-2016 12:26,755,2803
26-10-2016 12:26,780,1322
26-10-2016 12:26,1228,1920
26-10-2016 12:26,557,687
26-10-2016 12:26,1337,2009
26-10-2016 12:26,452,470
26-10-2016 12:26,652,690
26-10-2016 12:26,1321,3103
26-10-2016 12:26,344,387
26-10-2016 12:26,205,577
26-10-2016 12:26,1346,2937
26-10-2016 12:59,656,1200
26-10-2016 12:59,455,470
26-10-2016 12:59,2717,3883
26-10-2016 12:59,363,485
26-10-2016 12:59,345,387
26-10-2016 12:59,1364,2937
26-10-2016 12:59,656,690
26-10-2016 12:59,1395,2009
26-10-2016 12:59,584,687
26-10-2016 12:59,1425,3103
26-10-2016 12:59,1245,1920
26-10-2016 12:59,811,1322
26-10-2016 12:59,231,577
26-10-2016 12:59,823,2803
26-10-2016 13:26,345,387
26-10-2016 13:26,1516,3103
26-10-2016 13:26,660,690
26-10-2016 13:26,244,577
26-10-2016 13:26,458,470
26-10-2016 13:26,670,1200
26-10-2016 13:26,1373,2937
26-10-2016 13:26,1252,1920
26-10-2016 13:26,883,2803
26-10-2016 13:26,2733,3883
26-10-2016 13:26,614,687
26-10-2016 13:26,824,1322
26-10-2016 13:26,364,485
26-10-2016 13:26,1438,2009
26-10-2016 13:59,1718,3103
26-10-2016 13:59,260,577
26-10-2016 13:59,826,1322
26-10-2016 13:59,677,690
26-10-2016 13:59,371,485
26-10-2016 13:59,608,687
26-10-2016 13:59,465,470
26-10-2016 13:59,1434,2009
26-10-2016 13:59,1268,1920
26-10-2016 13:59,2752,3883
26-10-2016 13:59,1393,2937
26-10-2016 13:59,1084,2803
26-10-2016 13:59,689,1200
26-10-2016 13:59,345,387
26-10-2016 14:26,686,1200
26-10-2016 14:26,461,470
26-10-2016 14:26,369,485
26-10-2016 14:26,267,577
26-10-2016 14:26,817,1322
26-10-2016 14:26,1773,3103
26-10-2016 14:26,676,690
26-10-2016 14:26,2729,3883
26-10-2016 14:26,1148,2803
26-10-2016 14:26,601,687
26-10-2016 14:26,345,387
26-10-2016 14:26,1418,2009
26-10-2016 14:26,1394,2937
26-10-2016 14:26,1266,1920
26-10-2016 14:59,2667,3883
26-10-2016 14:59,252,577
26-10-2016 14:59,441,470
26-10-2016 14:59,815,1322
26-10-2016 14:59,1243,1920
26-10-2016 14:59,1138,2803
26-10-2016 14:59,657,690
26-10-2016 14:59,371,485
26-10-2016 14:59,1762,3103
26-10-2016 14:59,597,687
26-10-2016 14:59,679,1200
26-10-2016 14:59,1372,2937
26-10-2016 14:59,1412,2009
26-10-2016 14:59,344,387
26-10-2016 15:26,2558,3883
26-10-2016 15:26,1722,3103
26-10-2016 15:26,1341,2937
26-10-2016 15:26,1203,1920
26-10-2016 15:26,238,577
26-10-2016 15:26,328,387
26-10-2016 15:26,787,1322
26-10-2016 15:26,1106,2803
26-10-2016 15:26,647,690
26-10-2016 15:26,584,687
26-10-2016 15:26,657,1200
26-10-2016 15:26,436,470
26-10-2016 15:26,1371,2009
26-10-2016 15:26,360,485
26-10-2016 15:59,732,1322
26-10-2016 15:59,312,387
26-10-2016 15:59,1631,3103
26-10-2016 15:59,1118,1920
26-10-2016 15:59,611,1200
26-10-2016 15:59,212,577
26-10-2016 15:59,1281,2009
26-10-2016 15:59,1257,2937
26-10-2016 15:59,2381,3883
26-10-2016 15:59,404,470
26-10-2016 15:59,605,690
26-10-2016 15:59,340,485
26-10-2016 15:59,549,687
26-10-2016 15:59,1054,2803
26-10-2016 16:32,283,387
26-10-2016 16:32,180,577
26-10-2016 16:32,497,687
26-10-2016 16:32,959,1920
26-10-2016 16:32,538,1200
26-10-2016 16:32,549,690
26-10-2016 16:32,1473,3103
26-10-2016 16:32,2097,3883
26-10-2016 16:32,941,2803
26-10-2016 16:32,368,470
26-10-2016 16:32,1150,2937
26-10-2016 16:32,318,485
26-10-2016 16:32,1169,2009
26-10-2016 16:32,672,1322
27-10-2016 07:59,203,690
27-10-2016 07:59,715,3103
27-10-2016 07:59,138,470
27-10-2016 07:59,1068,3883
27-10-2016 07:59,372,1322
27-10-2016 07:59,285,485
27-10-2016 07:59,135,2803
27-10-2016 07:59,73,387
27-10-2016 07:59,576,1920
27-10-2016 07:59,54,577
27-10-2016 07:59,740,2009
27-10-2016 07:59,561,2937
27-10-2016 07:59,218,1200
27-10-2016 07:59,368,687
27-10-2016 08:32,296,485
27-10-2016 08:32,857,3103
27-10-2016 08:32,207,470
27-10-2016 08:32,316,690
27-10-2016 08:32,247,2803
27-10-2016 08:32,420,687
27-10-2016 08:32,839,2009
27-10-2016 08:32,60,577
27-10-2016 08:32,304,1200
27-10-2016 08:32,718,2937
27-10-2016 08:32,1497,3883
27-10-2016 08:32,722,1920
27-10-2016 08:32,106,387
27-10-2016 08:32,419,1322
27-10-2016 08:59,921,2009
27-10-2016 08:59,877,2937
27-10-2016 08:59,143,387
27-10-2016 08:59,970,3103
27-10-2016 08:59,303,485
27-10-2016 08:59,469,1322
27-10-2016 08:59,452,687
27-10-2016 08:59,69,577
27-10-2016 08:59,431,690
27-10-2016 08:59,1873,3883
27-10-2016 08:59,358,2803
27-10-2016 08:59,389,1200
27-10-2016 08:59,279,470
27-10-2016 08:59,869,1920
27-10-2016 09:32,476,690
27-10-2016 09:32,517,1322
27-10-2016 09:32,476,687
27-10-2016 09:32,958,2937
27-10-2016 09:32,314,470
27-10-2016 09:32,1144,3103
27-10-2016 09:32,993,2009
27-10-2016 09:32,175,387
27-10-2016 09:32,90,577
27-10-2016 09:32,307,485
27-10-2016 09:32,986,1920
27-10-2016 09:32,2164,3883
27-10-2016 09:32,471,1200
27-10-2016 09:32,536,2803
27-10-2016 09:59,341,470
27-10-2016 09:59,102,577
27-10-2016 09:59,507,687
27-10-2016 09:59,202,387
27-10-2016 09:59,516,1200
27-10-2016 09:59,1072,2009
27-10-2016 09:59,1050,2937
27-10-2016 09:59,523,690
27-10-2016 09:59,2336,3883
27-10-2016 09:59,1054,1920
27-10-2016 09:59,325,485
27-10-2016 09:59,766,2803
27-10-2016 09:59,565,1322
27-10-2016 09:59,1396,3103
27-10-2016 10:25,560,690
27-10-2016 10:25,2461,3883
27-10-2016 10:25,558,1200
27-10-2016 10:25,215,387
27-10-2016 10:25,117,577
27-10-2016 10:25,370,470
27-10-2016 10:25,1116,2009
27-10-2016 10:25,1581,3103
27-10-2016 10:25,940,2803
27-10-2016 10:25,589,1322
27-10-2016 10:25,527,687
27-10-2016 10:25,1110,1920
27-10-2016 10:25,329,485
27-10-2016 10:25,1104,2937
27-10-2016 10:59,2560,3883
27-10-2016 10:59,246,387
27-10-2016 10:59,346,485
27-10-2016 10:59,592,1200
27-10-2016 10:59,1170,2937
27-10-2016 10:59,655,1322
27-10-2016 10:59,1147,1920
27-10-2016 10:59,1228,2009
27-10-2016 10:59,160,577
27-10-2016 10:59,573,687
27-10-2016 10:59,1021,2803
27-10-2016 10:59,578,690
27-10-2016 10:59,1694,3103
27-10-2016 10:59,385,470
27-10-2016 11:32,1223,2937
27-10-2016 11:32,406,470
27-10-2016 11:32,189,577
27-10-2016 11:32,1088,2803
27-10-2016 11:32,1180,1920
27-10-2016 11:32,589,687
27-10-2016 11:32,1280,2009
27-10-2016 11:32,2625,3883
27-10-2016 11:32,1748,3103
27-10-2016 11:32,691,1322
27-10-2016 11:32,600,690
27-10-2016 11:32,276,387
27-10-2016 11:32,347,485
27-10-2016 11:32,617,1200
27-10-2016 11:59,1287,2937
27-10-2016 11:59,296,387
27-10-2016 11:59,724,1322
27-10-2016 11:59,429,470
27-10-2016 11:59,2680,3883
27-10-2016 11:59,1208,1920
27-10-2016 11:59,635,690
27-10-2016 11:59,1137,2803
27-10-2016 11:59,1814,3103
27-10-2016 11:59,639,1200
27-10-2016 11:59,356,485
27-10-2016 11:59,207,577
27-10-2016 11:59,617,687
27-10-2016 11:59,1341,2009
27-10-2016 12:26,1252,2803
27-10-2016 12:26,455,470
27-10-2016 12:26,2703,3883
27-10-2016 12:26,1380,2009
27-10-2016 12:26,320,387
27-10-2016 12:26,1349,2937
27-10-2016 12:26,1220,1920
27-10-2016 12:26,668,690
27-10-2016 12:26,361,485
27-10-2016 12:26,1911,3103
27-10-2016 12:26,618,687
27-10-2016 12:26,643,1200
27-10-2016 12:26,222,577
27-10-2016 12:26,762,1322
27-10-2016 12:59,247,577
27-10-2016 12:59,1367,2937
27-10-2016 12:59,659,1200
27-10-2016 12:59,341,387
27-10-2016 12:59,362,485
27-10-2016 12:59,804,1322
27-10-2016 12:59,1451,2009
27-10-2016 12:59,463,470
27-10-2016 12:59,1250,1920
27-10-2016 12:59,1142,2803
27-10-2016 12:59,1810,3103
27-10-2016 12:59,647,687
27-10-2016 12:59,664,690
27-10-2016 12:59,2735,3883
27-10-2016 13:32,680,690
27-10-2016 13:32,345,387
27-10-2016 13:32,460,470
27-10-2016 13:32,1471,2009
27-10-2016 13:32,271,577
27-10-2016 13:32,814,1322
27-10-2016 13:32,1157,2803
27-10-2016 13:32,657,687
27-10-2016 13:32,1385,2937
27-10-2016 13:32,360,485
27-10-2016 13:32,1829,3103
27-10-2016 13:32,671,1200
27-10-2016 13:32,1254,1920
27-10-2016 13:32,2713,3883
27-10-2016 13:59,660,690
27-10-2016 13:59,651,687
27-10-2016 13:59,1885,3103
27-10-2016 13:59,458,470
27-10-2016 13:59,1481,2009
27-10-2016 13:59,2724,3883
27-10-2016 13:59,371,485
27-10-2016 13:59,279,577
27-10-2016 13:59,1263,1920
27-10-2016 13:59,345,387
27-10-2016 13:59,1376,2937
27-10-2016 13:59,1208,2803
27-10-2016 13:59,830,1322
27-10-2016 13:59,682,1200
27-10-2016 14:26,280,577
27-10-2016 14:26,1468,2009
27-10-2016 14:26,1255,1920
27-10-2016 14:26,680,1200
27-10-2016 14:26,638,687
27-10-2016 14:26,656,690
27-10-2016 14:26,1875,3103
27-10-2016 14:26,2686,3883
27-10-2016 14:26,362,485
27-10-2016 14:26,345,387
27-10-2016 14:26,1363,2937
27-10-2016 14:26,1220,2803
27-10-2016 14:26,830,1322
27-10-2016 14:26,459,470
27-10-2016 14:59,2656,3883
27-10-2016 14:59,1238,1920
27-10-2016 14:59,823,1322
27-10-2016 14:59,1821,3103
27-10-2016 14:59,345,387
27-10-2016 14:59,670,1200
27-10-2016 14:59,266,577
27-10-2016 14:59,639,690
27-10-2016 14:59,1448,2009
27-10-2016 14:59,1346,2937
27-10-2016 14:59,1179,2803
27-10-2016 14:59,625,687
27-10-2016 14:59,362,485
27-10-2016 14:59,449,470
27-10-2016 15:26,648,1200
27-10-2016 15:26,263,577
27-10-2016 15:26,348,485
27-10-2016 15:26,327,387
27-10-2016 15:26,1126,2803
27-10-2016 15:26,1193,1920
27-10-2016 15:26,791,1322
27-10-2016 15:26,625,690
27-10-2016 15:26,1300,2937
27-10-2016 15:26,2563,3883
27-10-2016 15:26,441,470
27-10-2016 15:26,1401,2009
27-10-2016 15:26,1757,3103
27-10-2016 15:26,610,687
27-10-2016 15:59,1650,3103
27-10-2016 15:59,241,577
27-10-2016 15:59,416,470
27-10-2016 15:59,340,485
27-10-2016 15:59,589,690
27-10-2016 15:59,1298,2009
27-10-2016 15:59,297,387
27-10-2016 15:59,566,687
27-10-2016 15:59,607,1200
27-10-2016 15:59,1041,2803
27-10-2016 15:59,1226,2937
27-10-2016 15:59,732,1322
27-10-2016 15:59,1099,1920
27-10-2016 15:59,2399,3883
27-10-2016 16:26,985,1920
27-10-2016 16:26,1142,2937
27-10-2016 16:26,541,1200
27-10-2016 16:26,383,470
27-10-2016 16:26,1560,3103
27-10-2016 16:26,225,577
27-10-2016 16:26,2166,3883
27-10-2016 16:26,529,687
27-10-2016 16:26,688,1322
27-10-2016 16:26,273,387
27-10-2016 16:26,328,485
27-10-2016 16:26,976,2803
27-10-2016 16:26,541,690
27-10-2016 16:26,1217,2009
28-10-2016 08:16,277,485
28-10-2016 08:16,584,2937
28-10-2016 08:16,277,485
28-10-2016 08:16,559,1920
28-10-2016 08:16,559,1920
28-10-2016 08:16,376,1322
28-10-2016 08:16,376,1322
28-10-2016 08:16,725,3103
28-10-2016 08:16,725,3103
28-10-2016 08:16,348,687
28-10-2016 08:16,348,687
28-10-2016 08:16,216,1200
28-10-2016 08:16,216,1200
28-10-2016 08:16,584,2937
